Ensembl.ID	ENTREZ.ID	GeneSymbol	log2FC_ileum	pvalue_ileum	log2FC_rectum	pvalue_rectum
NA	NA	7SK	-0.201273412729259	0.350424768568348	-0.161916258406936	0.434336106715397
ENSG00000268895	503538	A1BG-AS1	0.150956765201025	0.505058519422179	0.226060224512385	0.299914467470679
ENSG00000148584	29974	A1CF	-0.364716126088706	0.0986011872641689	-0.215475826461369	0.306009635018469
ENSG00000175899	2	A2M	0.591863480551589	0.0042157903823543	0.0425729444239509	0.829015934292798
ENSG00000245105	144571	A2M-AS1	0.17571233070787	0.388064606117577	-0.022134723512202	0.909736561781681
ENSG00000128274	53947	A4GALT	0.596060048570662	0.0291030024687758	0.57846474764463	0.0266426846877074
ENSG00000094914	8086	AAAS	0.0135136004566421	0.793040423466771	0.0385045349656887	0.431841640090024
ENSG00000081760	65985	AACS	0.0642381321488613	0.530572119750832	0.043253737863226	0.656992904399186
ENSG00000114771	13	AADAC	-0.160939589296916	0.77967737944139	-4.09035709547371	9.75668224326964e-14
ENSG00000109576	51166	AADAT	0.39995659359173	0.00924761482407072	0.0333709944511787	0.813869008836546
NA	NA	AAED1	0.447216752588609	0.00273111080749165	0.2625684493273	0.0663240511122083
ENSG00000103591	79719	AAGAB	0.0290768452850519	0.74217048122845	0.00123322741059979	0.988308013253726
ENSG00000115977	22848	AAK1	-0.141477499419901	0.237692943094021	-0.058421414838442	0.60771785431212
ENSG00000087884	28971	AAMDC	-0.0938164513333162	0.440046374903357	-0.162125083990178	0.161299275308136
ENSG00000127837	14	AAMP	-0.0421525230614286	0.5488825853381	0.01689307963253	0.800876601509759
ENSG00000131043	25980	AAR2	0.0165483908038999	0.713643199792093	-0.0552143794813284	0.199028662652558
NA	NA	AARS	0.249928739030748	0.00166003885631775	0.116988582112164	0.122496745132433
ENSG00000124608	57505	AARS2	-0.19355298509513	0.00674390128046716	-0.117337006778305	0.0858974197736329
ENSG00000157426	132949	AASDH	-0.0106719410843204	0.86302109116681	0.0212889351938245	0.717470486514809
ENSG00000149313	60496	AASDHPPT	0.00221620341481804	0.968038228901252	-0.011944968838278	0.821002162848543
ENSG00000008311	10157	AASS	0.410461648896121	0.011078464807738	0.144209207266521	0.352768415775578
ENSG00000275700	26574	AATF	-0.0584319926497856	0.221116149716235	-0.0538234181843416	0.238061185774757
ENSG00000181409	9625	AATK	-0.405885510540301	0.104285151037657	-0.141384085026502	0.554141737032493
NA	NA	AB019441.29	0.037728972019838	0.82875187012494	0.0891334280107949	0.589113174990238
ENSG00000183044	18	ABAT	-0.166935566828066	0.371896303679131	-0.20255314681847	0.255909033658672
NA	NA	ABC7-42389800N19.1	-0.318597643597653	0.124405402800051	-0.00829299694405359	0.966561155106681
ENSG00000165029	19	ABCA1	0.588256348426254	0.00164868110610004	0.0139759020982799	0.937444211370032
ENSG00000154263	10349	ABCA10	-0.241439275890216	0.268534462101165	0.0612600663493143	0.769158178898532
ENSG00000251595	79963	ABCA11P	-0.0839654424654668	0.626865121882666	-0.281491977342463	0.0780767106413304
ENSG00000144452	26154	ABCA12	2.72905067376038	1.67474714505602e-05	4.40203434075012	2.0742249964415e-14
ENSG00000179869	154664	ABCA13	0.288772841660604	0.253313804365245	0.249650389563307	0.300792771021905
ENSG00000107331	20	ABCA2	-0.317499103075422	0.032304046532323	-0.128555651367969	0.362529731560559
ENSG00000167972	21	ABCA3	-0.52893517420058	0.000956523982836015	-0.300862619572293	0.0493520849944136
ENSG00000198691	24	ABCA4	0.463904456493044	0.120517699579277	-1.01942568999601	0.000724062561045276
ENSG00000154265	23461	ABCA5	-0.333069129864949	0.0437113546495207	-0.104351745790401	0.507448550908681
ENSG00000154262	23460	ABCA6	-0.166397558373898	0.418294779486064	-0.297966041544787	0.129499862428812
ENSG00000064687	10347	ABCA7	0.0181283526593709	0.933632424807911	0.437734406617134	0.0354019146598627
ENSG00000141338	10351	ABCA8	-0.217591621556943	0.515640781235112	-0.638069948674275	0.0453911109287235
ENSG00000154258	10350	ABCA9	0.166756877349014	0.41111365047963	-0.0775596669888009	0.688271717207726
ENSG00000085563	5243	ABCB1	-0.490200932581464	0.08042468007125	-0.677092188917046	0.0112968120029885
ENSG00000135776	23456	ABCB10	-0.0482084839271875	0.555108194282901	-0.0735291093344639	0.345898209816257
ENSG00000073734	8647	ABCB11	-1.48304371369252	7.72192441317548e-05	-0.452823096201667	0.198889203547161
ENSG00000005471	5244	ABCB4	-0.342005660086579	0.15461687359914	-0.281972891589863	0.221227660479149
ENSG00000131269	22	ABCB7	-0.0896634803139058	0.115398848937467	-0.109236095448267	0.0439363930961938
ENSG00000197150	11194	ABCB8	0.0800164901769592	0.357152348629183	0.154517580203915	0.0620996745059408
ENSG00000150967	23457	ABCB9	-0.100406863967253	0.291370780448035	0.059676648701028	0.51545832085934
ENSG00000103222	4363	ABCC1	0.279827441672347	0.0494039940906312	0.33265156583934	0.0143394439649918
ENSG00000124574	89845	ABCC10	0.0635368846556131	0.258842398790615	0.0999794756749979	0.0635165281826356
ENSG00000243064	150000	ABCC13	-0.219826981472427	0.308488323038069	0.160527667641682	0.435899608768528
ENSG00000023839	1244	ABCC2	-0.554515050287009	0.153546171634786	-2.76144487854335	1.2903179883362e-13
ENSG00000108846	8714	ABCC3	-0.0917018701507757	0.510546928686923	-0.0292031110560548	0.825904213143798
ENSG00000125257	10257	ABCC4	0.332203148250753	0.0104475133376418	-0.267344578734849	0.0303658091470875
ENSG00000114770	10057	ABCC5	-0.0725970766638719	0.527714818182063	0.0429657725546628	0.694447799685127
ENSG00000091262	368	ABCC6	-0.273788154578049	0.163961544102537	-0.0144580719924159	0.938665314887594
ENSG00000256340	653190	ABCC6P1	-0.128228452684018	0.499163079422412	0.184730317581592	0.309749242806843
ENSG00000255277	730013	ABCC6P2	-0.140823013934644	0.457374261936383	-0.189365915408251	0.294421813934643
ENSG00000006071	6833	ABCC8	-0.0341902120723218	0.866188583441253	-0.187204241468936	0.337494136016791
ENSG00000069431	10060	ABCC9	1.04633461499996	0.000356257166675167	0.786605324130247	0.00512642254127016
ENSG00000101986	215	ABCD1	-0.445396566561814	0.00313478601028857	0.090218056546339	0.53224784865711
ENSG00000173208	225	ABCD2	0.0617868319293555	0.797984754255211	0.244241814652562	0.292399302184983
ENSG00000117528	5825	ABCD3	-0.29379909710695	0.0423503497374784	-0.198903489223747	0.149301840356695
ENSG00000119688	5826	ABCD4	-0.101830239371147	0.216321626308757	0.112479765814558	0.152546718401047
ENSG00000164163	6059	ABCE1	0.235594598641954	0.0120746934084909	-0.102179812615235	0.253186224269083
ENSG00000204574	23	ABCF1	0.0135693714090867	0.802245294130658	-0.0803858190145654	0.119793237351058
ENSG00000033050	10061	ABCF2	0.0257371813684112	0.694562934090582	-0.0992457937369114	0.111423780581319
ENSG00000161204	55324	ABCF3	-0.03725672990088	0.371023295860162	2.17638233799845e-05	0.99956281991272
ENSG00000160179	9619	ABCG1	-0.233515192453883	0.11872569013693	-0.0295260266522454	0.836044226521455
ENSG00000118777	9429	ABCG2	-0.60985314341575	0.0859028692510324	-0.596392417949255	0.0780643449361203
ENSG00000138075	64240	ABCG5	0.349776330276898	0.520196148895866	-3.26076904467282	6.13463254657879e-10
ENSG00000143921	64241	ABCG8	0.106519358385928	0.831297046421631	-3.0647855201494	2.10266401469195e-10
ENSG00000144827	55347	ABHD10	0.0523537403892251	0.361443689028646	0.0211358116409256	0.698313759978499
ENSG00000106077	83451	ABHD11	-0.18795259142038	0.164115396665001	-0.113465747904026	0.377185450386808
ENSG00000100997	26090	ABHD12	-0.247004544971279	0.0309369908952703	-0.00849090604032219	0.938006492354786
ENSG00000131969	145447	ABHD12B	-1.22869790815032	0.0614371643607223	-0.462954061384914	0.455037088555752
ENSG00000139826	84945	ABHD13	0.0265724069127539	0.665955488456669	-0.0468027638512844	0.425672318886586
ENSG00000248487	25864	ABHD14A	0.160284754920724	0.150918816006281	-0.0330881378958058	0.751151422244486
ENSG00000114779	84836	ABHD14B	-0.044350415387545	0.687847524845034	-0.104547368713906	0.320478349397364
ENSG00000168792	116236	ABHD15	-0.323550308296006	0.000807971782918377	-0.205001380471712	0.0262366342931899
ENSG00000204427	7920	ABHD16A	0.239316502553546	0.197964387439917	0.335781693858809	0.0601171225497557
ENSG00000129968	81926	ABHD17A	-0.0715574514931814	0.612859904501704	0.187774834491053	0.163764449956882
ENSG00000107362	51104	ABHD17B	-0.149620631644758	0.188269816282834	-0.0729779980581066	0.500509000993833
ENSG00000136379	58489	ABHD17C	-0.154930726743957	0.325520341617536	0.00585374330865389	0.968897209709428
ENSG00000140526	11057	ABHD2	0.0931831789710743	0.376126107357794	0.103694346884941	0.301539220325741
ENSG00000158201	171586	ABHD3	-0.0824604898183837	0.602359771084832	0.168220750734706	0.264602193977613
ENSG00000100439	63874	ABHD4	-0.18430664328693	0.0845162397855162	0.0249106701458075	0.807126731672505
ENSG00000011198	51099	ABHD5	0.00217912403998908	0.986167447550057	0.0548328854535314	0.647383597950389
ENSG00000163686	57406	ABHD6	-0.668075490710055	0.000300021933141212	-0.150666168294063	0.392888138332665
ENSG00000127220	79575	ABHD8	-0.0515835598421428	0.767048698544594	0.120091427735626	0.470683421486062
ENSG00000136754	10006	ABI1	-0.0791154036397361	0.128808233398542	0.0347445082540984	0.484311339706864
ENSG00000138443	10152	ABI2	0.129689413528563	0.183528248858374	-0.141979643599442	0.126640605522537
ENSG00000108798	51225	ABI3	0.0713727561208142	0.701389923206041	0.344229900089026	0.0530005127296273
ENSG00000154175	25890	ABI3BP	0.166993119253212	0.557520591268467	-0.322336415768329	0.23474141509314
ENSG00000097007	25	ABL1	-0.0499763632141175	0.439335963237047	-0.0971155525788587	0.114349972397366
ENSG00000143322	27	ABL2	0.207877452611326	0.0653856144539851	-0.0368454044290011	0.73180372841903
ENSG00000099204	3983	ABLIM1	-0.18077775129678	0.0203841768555949	-0.0773600190141161	0.297662790745888
ENSG00000163995	84448	ABLIM2	0.352974770969374	0.114480775338086	-0.0630486256281862	0.767302953265282
ENSG00000173210	22885	ABLIM3	0.404867995942198	0.0240813695271337	0.0876792339173307	0.608940239790059
ENSG00000175164	28	ABO	-0.286346524335276	0.268338580823205	0.0469757957014068	0.848918301038133
ENSG00000159842	29	ABR	-0.10803824491463	0.0932732773178332	-0.069949997685891	0.253922172043295
ENSG00000146386	58527	ABRACL	-0.125008936973254	0.219086535489825	-0.0104654541022208	0.914004371774387
ENSG00000146109	29777	ABT1	-0.0164598191070821	0.764871444048838	0.014111198989856	0.787572653581592
ENSG00000114626	80325	ABTB1	0.0491187288201436	0.711470796968826	0.186192442410964	0.142339557059583
ENSG00000166016	25841	ABTB2	-0.00349881198115838	0.983640739196863	0.0127831555573656	0.937370411686477
NA	NA	AC000068.5	-0.235557138689942	0.0819041361353213	-0.320107693411218	0.0103155716389314
NA	NA	AC000089.3	0.141232908402288	0.421641675400318	0.196550762464928	0.235225441352688
NA	NA	AC002055.4	0.0935358958686026	0.251302040574339	0.140233069133417	0.0696780419834145
NA	NA	AC002117.1	-0.0418416610726933	0.830269028844825	0.204007437917494	0.282333734526109
NA	NA	AC002310.12	-0.0863079805440033	0.349013461605864	-0.130130434381041	0.143547306592657
NA	NA	AC002467.7	-0.150604041310755	0.227011972869222	0.0342452446797744	0.769004977032322
NA	NA	AC002511.3	0.391322408865408	0.113964807902754	-0.0689388328574377	0.776818496821987
NA	NA	AC003090.1	-0.173722592259704	0.453820814702181	-0.662327662942415	0.00239247471744783
NA	NA	AC003665.1	0.237719252070263	0.0775765645126417	-0.147699608737327	0.239053050215037
NA	NA	AC003991.3	-0.043428363391575	0.872181782709579	0.125239614600582	0.622393405958137
NA	NA	AC004057.1	0.166024036598877	0.333725643163395	-0.414999508263941	0.0109813469635165
NA	NA	AC004066.3	-0.0339799601752723	0.863705855896734	-0.0616169533834484	0.712144520610743
NA	NA	AC004257.3	-0.186676744676615	0.112991657489567	-0.353820737070969	0.00135128476672296
NA	NA	AC004381.6	0.096333737880983	0.360691378349572	0.0667477835609897	0.503261899176571
NA	NA	AC004453.8	-0.154230928855249	0.23050953445738	-0.0491035519797928	0.688054090548547
NA	NA	AC004540.5	0.0679795579079531	0.732182267466265	0.0605571615319028	0.739747143010587
NA	NA	AC004797.1	0.134531222529305	0.178847326883531	-0.00599412095793291	0.948478692409698
NA	NA	AC004840.9	0.123793293256248	0.286953494932314	0.0559892891235507	0.613616793140645
NA	NA	AC004893.11	-0.358005758927093	0.00153746313104363	-0.465319326876004	1.88630860059375e-05
